Country,Code,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Antarctica,ATA,,,,,,,,1,1,1,1,1.3,1.4,1.3,1.3,1.4,1.3,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.48792349726776,1.53287671232877,1.53287671232877,1.53287671232877,1.54907103825137,1.55331506849315,1.55331506849315,1.57375342465753,0.06733115717256075,0.08674084657534246,0.08674084657534246,0.08674084657534246,0.08674030491803279,0.08674084657534246,0.08674084657534246,0.086739,0.086738,0.0846575,0.0846575,0.0846575,0.07130819672131147,0.07588328767123288,0.0798570213850411,0.0787,0.0787
Antigua and Barbuda,ATG,,,,,,,,2.8,2.500000001,3.399999999,2,2.2,2.2,2.23671,2.78473,2.7845,2.78473,2.88473,2.88473,2.8845,2.88473,3.08473,3.28473,3.2845,3.38473,3.38473,3.384739726027397,3.5205191256830575,3.530164383561645,3.7824109589041064,3.9684931506849326,4.101448087431691,4.173095890410958,4.309123287671231,4.503671232876711,4.594890710382509,4.823364383561641,4.656383561643831,4.644186301369865,4.758934426229507,4.771972602739721,4.879287671232871,4.974929,5.052921,4.7990684931,4.72743014,4.88785754,4.71480547,4.90110137,4.9188548,4.97349589,5.018652342
Australia,AUS,,,,,,,,594.4,584,616,594,635.057376,638.630137,644.183562,661.057535,694.338798,722.884931,737.958904,720.6,729.661203,761.013698,788.043836,810.923288,831.366119,847.764384,852.457534,874.857535,872.428962,871.528766,892.421918,925.624658,941.174863,960.520549,970.213699,987.723286,995.237706,1004.613698,1047.873972,1095.50411,1124.357923,1137.789041,1117.578082,1103.583561,1094.978144,1144.336985,1164.227398,1147.167123,989.73224,1013.410959,1062.484932,1115.942466,1145.393442
Austria,AUT,,,,,,,,232.07,225,209,207,202.06011,198.213699,206.016439,209.126027,204.508197,204.827397,216.830138,233.668493,228.909837,235.038355,233.164383,233.158904,253.778689,253.70685,265.580824,252.106849,250.448089,267.033408,273.380821,288.50137,294.980875,297.48767,301.112328,292.019178,283.969945,271.550687,278.457534,263.394521,258.726776,263.304111,256.597261,258.430138,262.382513,263.347944,268.641096,277.279184,238.945356,252.665798,244.794075,243.123469,242.109111
Azerbaijan,AZE,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,203,194,186,177.6,132.7,129.2,147.3,150,127.40268415300548,85.16927232876715,82.7480241095891,93.64419506849316,106.77201857923501,109.77387068493154,101.67831780821908,90.80059397260274,92.27110710382519,78.78336547945197,82.62718904109599,92.36111123287674,96.91322958904114,100.1594597260274,99.62932712328777,98.1253928136986,96.304164,102.44353424657534,100.26139726027397,97.70101094,88.14349042,99.3791041,106.16328767,112.93394521,111.63104108
Burundi,BDI,,,,,,,,0.699999999,0.8,0.699999999,0.8,1,1,1.01239,1.07581,1.69767,1.96059,2.06353,2.36353,2.16336,2.46353,2.56353,2.46353,2.56336,2.56353,2.66353,2.6635342465753427,2.210245901639343,1.7044383561643848,1.5468066876712323,1.237259567123288,1.5014219382513656,1.2321215835616437,1.5333076712328768,2.556553424657534,1.4846434153005466,1.460013315068493,2.1950031780825205,2.7674291780819993,2.5566001003071417,2.8265989863022742,2.603383013699466,2.649503013698,2.958312520548,3.524551780842,4.641497349315,4.67704772,5.37221526,5.26995485,6.14656644,5.51489553,5.727475097
Belgium,BEL,,,,,,,,522.2,481,445,407,385.196721,405.120547,453.978081,457.39178,469.846994,462.375344,466.471233,498.498631,506.620218,499.057536,551.698631,550.334247,591.172131,606.473973,616.939726,597.991781,612.24317,620.378081,620.767124,650.769863,660.904371,659.775343,646.931507,650.041096,694.653006,623.054794,654.432877,612.564384,597.177596,616.19726,608.087672,624.69863,633.461749,639.032877,685.183562,642.076712,562.188524,623.39452,605.378081,592.476712,602.857924
Benin,BEN,,,,,,,,3,3,2.000000001,3,3,3.5,3.40626,2.64807,3.32431,3.42438,4.009,4.7219,5.2,5.8,6.1,6.6,7.2,7.83178,8.5,3.8,10.974672131147539,12.50087671232876,14.453972602739722,16.80156164383562,17.595655737704927,16.472739726027395,22.822794520547966,26.99780821917806,27.493387978142117,30.285561643835614,34.703150684931515,32.200575342465775,30.396612021857948,31.130739726027457,32.78758904109583,36.210244,44.770273972603,46.28495890410989,51.37975013109589,47.16447781,49.03867673,35.69786692,38.66841095,46.04720547,47.216901126
Burkina Faso,BFA,,,,,,,,2.999999999,2.999999999,2.999999999,2.999999999,2.999999999,2.899999999,3.43178,3.5,3.73723,3.32827,3.35866,3.83239,3.83169,4.13178,4.53178,4.53178,4.73169,7.73178,7.13178,7.1317808219178085,6.57365846994535,7.513553424657537,7.787838356164382,8.54285753424658,7.623174863387984,8.091972602739723,7.965150684931504,11.47930531506849,12.500347540983611,11.661326328767123,12.562207561643838,14.483612000000003,17.1713838251366,20.80408454794524,19.389101369863013,24.989254,23.560097860085,27.537754166347,30.48382668,31.34983335,30.95873168,35.67612685,35.49206822,38.48774795,39.39938361
Bangladesh,BGD,,,,,,,,31.999999999,33.000000001,33.999999999,30.000000001,31.000000001,31.999999999,34.4,33.4,35.7,38.1,36,38.3,37.6,40.5,45.7,51.2,52.6,56.6,57.8,66.6,68.33431038251362,81.68286246575342,81.4799978082193,85.10109808219184,76.38864918032779,78.32198136986302,78.69343232876709,75.87974465753427,75.30799016393436,69.48387616438359,80.9742410958904,103.65355616438347,107.39035737704914,104.3410969863014,126.22182957643834,138.91720548,152.9,180.02909588520546,185.2660181289041,197.0714355,183.41228226,262.00758028,307.57306134,285.89350696,287.858507054
Bulgaria,BGR,,,,,,,,306,294,295.000000001,295.000000001,294,290,286.1,276.4,278.2,235.9,192,120.9,129.2,116.9,126.5,130.7,118.3,106.5,102.72117,97.1,89.01895409836062,93.97004821917805,95.5829775342466,101.03185424657534,102.93810491803283,109.70246027397258,110.90771068493154,106.51725150684945,104.9871945355192,100.84418410958907,89.06142684931507,84.04729095890427,86.29907213114748,80.91854027397271,88.99674410958896,95,97,91.05237260273972,92.77303479452054,100.30317561,92.24780113,97.60718521,101.04506302,107.74504123,108.09455486
Bahrain,BHR,,,,,,,,16,16,16,15.000000001,16,16,16.11743,18.9,18.9,19.5,20.4,21.1,21.3,20.5,20.7,21.1,20,19.6,22.2,24.5,31.663306010928963,32.35953424657534,35.16517808219181,41.38808219178079,46.55573770491801,56.26178082191775,61.37131506849311,60.63101369863023,62.58806010928956,58.27504109589041,56.27693150684921,55.98621917808216,57.96355191256834,61,58,64,61.426568,59.65308586328768,62.04253491326028,65.900113101,61.006016475,65.948219175,67.886356327,69.493937143,70.235228108
The Bahamas,BHS,,,,,,,,27.999999999,29.000000001,25,19,17,14.999999999,15.1,16.8,15.893,18.17214,19.129,17.2,14.71732,15.52496,16.9,19.9,22.4,22,24.7,21.9,25.918032786885252,26.46301369863009,27.441095890410953,19.61917808219178,21.55464480874317,20.81917808219178,24.063013698630144,27.572602739725987,27.08196721311475,20.46575342465753,21.408219178082195,18.698630136986303,21.398907103825092,20.08493150684931,19.819178082191787,19.147941,19.98087,23.8,19.925450729999998,20.6947618,16.963484320000003,21.41705619,20.15163712,22.38527946,22.434117912
Bosnia and Herzegovina,BIH,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,35,22.8,19.6,19.2,18.4,18.5,20.8,21.3,23.09218579234973,22.793753424657535,22.10591780821918,20.904904109589037,24.318306010928936,23.10953424657532,25.43583561643835,27.12671232876715,30.932719125683082,34.45423780821913,34.70415123287671,35.42825534246574,31.938290710382503,29.915815890411,30.48979945205476,31.130356,36.21726,35.0463826849315,34.485205479452055,33.43564385,31.20660746,34.78016742,33.94202739,35.10027399,37.15147946
Belarus,BLR,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,375,288.9,240.6,228,205.3,185.9,170.8,157.86353424657534,159.5071650273224,154.8721797260274,159.56980712328766,163.698898630137,161.91914426229513,151.44364602739728,173.9336668493151,162.85384328767128,166.57258251366116,184.69610191780828,151.91933917808217,175.84887890410957,178.51852459016388,160.8490049315068,168.26945863013688,139.042356,137.065178,124.8633698630137,138.18630136821918,136.02580821,131.40761643,131.16567183,124.16301368,116.19972602,116.19972602
Belize,BLZ,,,,,,,,1.6,1.5,1.4,1.4,1.5,1.5,1.87195,1.52965,1.10717,1.63491,2.19694,2.51193,2.07583,2.07631,1.97631,2.27631,1.89988,3.21746,3.19402,3.294027397260274,3.5697315081967216,3.7242333095890383,3.5210040547945223,3.5737322630136963,3.330768989071043,3.6045147123287706,3.7848845808219234,3.48490096986301,3.182089532786882,3.512713353424656,3.826491588054797,3.2247207800547892,3.369498322841529,3.72949913424658,3.514323040602745,4.19759,4.153829,4.8929172286,4.82827859,5.62620504,4.56629426,4.75132836,4.9374772899999995,5.57641073,5.575276302
Bermuda,BMU,,,,,,,,3.8,3.3,3.499999999,3.700000001,3.600000001,3.499999999,3.29534,4.73112,5.14732,6.24772,4.45238,4,3.13568,3.59331,3.49331,3.57413,3.67393,3.67413,3.67413,3.6741369863013698,3.9079234972677566,3.9624109589041048,4.17945205479452,4.1527397260273995,4.2721311475409856,4.509106849315066,5.096361643835613,5.824997260273975,5.553366120218576,4.429350739726026,5.165153262465745,3.351729455342466,3.7333006612021795,3.63838010958904,4.743138749589049,3.939183328219177,5,4.940764964368493,4.95382011,4.31508495,3.09877792,3.61865502,3.69424034,3.72471486,3.771430027
Bolivia,BOL,,,,,,,,25.000000001,27,25.000000001,25.000000001,24,21.999999998,21.1,21.2,23,24.4,25.1,25.5,26.3,27.27512,30.4,33,34.8,36.8,40.8,43.8,42.08907650273229,38.91616986301372,40.581968219178044,43.308620273972586,47.85966010928966,47.09427506849318,50.54314082191775,55.41041095890416,49.52778032786885,48.93641534246576,53.42050849315067,64.30844383561649,69.6677650273225,67.51207999999994,72.7185358904109,84.145044,91.21493,87.26624657534246,89.25345492671232,90.60889637,75.68148062,93.35381857,101.09890414,103.89550686,103.844967056
Brazil,BRA,,,,,,,,1145.0838087723014,1089.0032876939179,1066.7671348482054,988.7355059866028,1035.483974795548,1082.1787083858494,1237.494301369863,1262.5710684931507,1306.5237534246576,1324.7436712328767,1674.0748767123287,1495.4532328767123,1529.2589041095891,1590.1496712328767,1685.7157534246576,1802.672301369863,1921.498493150685,2047.3687397260273,2108.864273972603,2162.237780821918,2200.3180573770487,2186.1077315068496,2172.0403041095888,2115.3048438356163,2191.307868852459,2240.895279452054,2275.6796821917806,2429.078317808219,2590.4230683060114,2597.4625316164393,2817.6665439178078,2893.719367739726,3000.8705790819677,3143.5209545753423,3279.2654243013662,3238.4095,3101,3145,3075.9916438357536,3016.71635231,2841.58429796,2965.53173897,3083.55637092,3160.31248053,3268.78122138
Barbados,BRB,,,,,,,,6.7,7,7.100000001,7.5,7.2,8,8.4,7.9778,7.17925,7.87,8.268,8.38471,8.58448,8.36353,7.98471,8.24931,8.052,9.2,9.44235,9.742356164383562,10.66644784699453,10.798558498630134,10.94910817534247,11.059451315068495,11.095117125683059,11.277248372602743,11.292675934246574,10.878951232876718,12.802740983606563,12.06724273972603,11.652834246575337,12.173486027397262,11.3394155737705,11.487674246575343,10.052257295890408,10.629836,10.774034,10.1871323753,11.17095959,10.92774004,8.91726856,8.46457909,9.10967028,10.43939381,10.498273312
Brunei,BRN,,,,,,,,4.8,5.000000001,3.999999999,5.000000001,5.6,6.4,5.54551,6.1271,6.12765,6.83338,7.34975,10.53892,7.09135,9.26353,10.48471,10.88471,12.6,12.57884,12.28471,13.442356164383561,12.939792349726783,12.964252054794517,13.444435068493151,13.836033972602738,13.825199999999992,13.864603835616434,14.664031780821905,15.107911232876702,16.742280874316936,16.547775342465762,17.173956164383558,18.18951123287671,17.47287213114753,17.26280328767123,16.49357260273972,19.127068,17.598418,14.998223682220548,15.6214681,18.48201495,15.59569816,13.48934237,14.41367123,15.87704109,16.338240440148006
Bhutan,BTN,,,,,,,,0.02,0.2,0.2,0.2,0.2,0.2,0.20958,0.24536,0.24468,0.24536,0.53578,0.53578,0.53568,0.53578,0.63578,0.83578,0.83568,0.85284,0.93623,0.9362465753424658,1.081010928961749,1.1720821917808222,1.2180712328767127,1.3438328767123289,1.4070166666666666,1.5135860273972601,1.5720287671232875,1.6349263013698623,1.5880166666666664,1.7739041095890387,2.2368739726027416,2.625773698630137,2.963227049180325,3.121096164383556,2.935865041095891,3.541063,3.6964975342460273,4.030497260274959,4.43090823,4.43981407,3.21648876,3.13246821,3.42611674,5.17419861,5.453057779
Botswana,BWA,,,,,,,,3,3,2,2,2,3.6,3.51928,4.20291,4.7421,5.8,6.3,7.3,8.4,8.2,8.2,8.2,8.2,9.33649,9.45821,9.458219178082192,12.405846994535526,13.635561643835619,14.013534246575341,14.968876712328761,14.176475409836065,14.686520547945204,15.845068493150675,17.126904109589038,19.007841530054634,17.64561643835616,18.524876712328766,19.149698630136992,19.530819672131148,20.51501369863012,21.287863013698637,23.455148,22.3612,20.2496164384,21.84399985,21.3907447,19.38515153,20.25961898,21.23084931,22.05364383,22.610976568
Central African Republic,CAF,,,,,,,,1,1.3,1.4,1.5,1.4,1.4,1.7,1.55473,1.5546,1.55473,1.67298,1.77298,1.67278,1.87298,1.97298,1.97278,2.07278,2.07298,2.07298,2.072986301369863,1.9757782019620047,2.0463835616442196,2.0230136986302196,1.876438356164425,1.8396713825882562,1.803884931506548,1.8669479452048767,1.8684438356160968,1.4117510292678908,1.346684931506863,1.3895616438358631,1.519342465753863,1.563150684930863,1.024876712328863,1.133479452054863,1.625944904111,1.755230164384,1.846164383562,1.97035479,2.365192160685,2.42975545,2.66307086,2.73556794,2.75070795,2.920453923
Canada,CAN,1729,1779,1779,1818,1850,1902,1971,1873,1768,1578,1448,1504.027321,1513.857534,1517.520548,1592.243835,1666.131147,1738.59726,1656,1602.945206,1650.224045,1672.378083,1693.758904,1733.213698,1788.612021,1870.235619,1864.230138,1945.947945,1926.713114,1944.079451,2040.084932,2154.605479,2230.26776,2330.947946,2331.419179,2421.915069,2345.448087,2295.712328,2418.715068,2444.838356,2476.677596,2455.279452,2418.931507,2468.517808,2504.795083,2505.890411,2556.753425,2559.210961,2259.754098,2289.821918,2401.512328,2446.010958,2440.237705
Switzerland,CHE,,,,,,,,307.1,251,237,259,249.180329,271.041004,271.104108,263.594521,264.606558,261.41096,260.953424,274.580822,276.814208,263.052056,259.386301,262.961645,266.765067,265.261779,275.002425,277.817275,270.410355,276.306849,263.265753,265.797261,264.721311,266.602739,265.852055,254.449315,262.286885,255.583562,260.616438,241.936986,245.631147,250.706849,230.39726,226.879953,228.172131,224.726028,222.123287,219.945206,179.68306,187.67033,189.486259,193.980092,194.492496
Chile,CHL,,,,,,,,107,104,102,96,101.142076,98.046575,103.512328,108.224657,119.661202,134.986301,145.473972,153.019178,165.251367,179.487671,195.868494,212.476712,231.63388,244.838356,254.920548,261.284932,239.625684,233.441095,239.649316,248.501369,263.420765,272.342467,278.172602,351.487671,369.327868,348.350685,322.29589,332.052054,332.057376,339.441096,336.364384,330.509588,351.950819,357.172604,363.430136,361.723287,330.398908,360.58904,384.997261,382.909589,385.93989
China,CHN,,,,,,,,1940,1857.000000001,1837.000000001,1874,1911,2024.000000001,2057,2162,2315,2416,2327,2431,2694,2993,3193,3394,3797,3636.5,4118,4359,4688.535,4814.297,5211.508,5786.183,6802.69,6970.258,7493.351,7923.259,8041.343,8497.269,9181.535191780822,9686.149484927397,10170.80617809452,10780.567783580822,11417.91284931507,11958.034531013698,12555.123190164384,13361.139709421917,13436.28257238,13975.00420618,13975.30338318,15289.83741402,15231.38136299,15980.82114513,16370.53619973
Ivory Coast,CIV,,,,,,,,28,30.000000002,28,30.000000002,28.999999999,30.000000002,31.5,35.2,36.6,36.6,30.3,24.9,24.9,28.5,29.1,28.6,30,27.9,26.9,30,29.24401967213114,28.32172931506846,29.54346958904114,23.1522904109589,28.19339672131143,35.588098630137,26.25458191780821,24.741686575342477,28.5986469945355,25.61602082191779,28.18608986301367,23.748500821917848,33.75773114754094,39.06293041095893,42.03110684931506,44.74796,52,51,52.26745206,55.16521081,51.41998565,68.19617178,84.32986301,91.24304108,93.430871004
Cameroon,CMR,,,,,,,,16.000000001,16.000000001,19,19,19,19.999999999,22.24379,20.8,20,24.2,24.6,24.7,24.8,20.6,22.8,23.4,22.5,23.5,23.4,21.6,22.70502841530055,22.212140273972608,23.33201095890413,24.52349698630137,24.53316612021858,23.84051726027397,28.52901369863012,31.26447013698627,30.3884218579235,35.27573698630132,38.494989589041076,42.310597260274,39.18912219178082,30.7842115068493,42.40675835616435,39,38.52,37.92254794520548,40.15296664958904,39.05998618,37.51603397,37.58193897,39.7372329,38.11764384,39.088865718
Congo-Kinshasa,COD,,,,,,,,19.000000001,20.000000001,20.999999999,20.999999999,20.000000001,19.000000001,20.54124,18.52399,23.0436,21.84097,20.52178,21.5,24.3,25.2,20.1,20.47447,21.37734,21,19.9,20.533724712328766,7.971775956284153,7.0719178082191805,7.994931506849321,9.379013698630132,10.300573770491804,12.816465753424659,14.437178082191776,14.596547945205486,12.362240437158476,10.673835616438357,15.359863013698625,18.676082191780818,18.322595628415304,26.783260273972594,36.39178082191777,21.144189,15.943903,17.424794520600003,22.65262572,17.89735666,22.6553254,24.98622432,25.4612689,24.47323288,25.052996229
Congo-Brazzaville,COG,,,,,,,,5.000000001,5.999999999,5.000000001,4.000000001,4.000000001,5.700000001,5.90342,6.54368,5.8028,6.54368,7.12268,6.22371,5.8,5.4,5.2,5.2,5.1,5,5,4.2,4.47626448087432,5.726790136986303,4.639489315068497,5.988074520547938,6.499096174863383,7.327894794520554,8.488371506849324,9.888645479452059,10.6515868852459,12.29110136986302,13.664850410958906,15.055927671232881,14.769779726027396,16.86279780821917,17.29063890410958,17.156893150684933,16.625737,14.25841095890411,13.20446575671233,9.67322455,11.10673929,11.38131447,11.34805481,13.76589043,14.100282329
Cook Islands,COK,,,,,,,,0.2,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.208,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4460654839437377,0.4287726027393015,0.2338652054794931,0.21578493150713715,0.35951712703078165,0.5773054794516576,0.617158356164493,0.520963287671575,0.533844509319656,0.4930767123283564,0.585635616438712,0.657167123288041,0.695041095890288,0.69299726027385,0.730871232877096,0.676313671233,0.699860328767,0.744953972536,0.74381234,0.74740027,0.51890684,0.5434285,0.65275343,0.74819561,0.794963937
Colombia,COL,,,,,,,,161,164,168,171.999999999,174.000000001,171.000000001,171.5,184.5,197.5,208.2,196.3,204.8,229.4,240.7,245.8,250.7,279,286.5,289,277.9,281.31936830601126,273.6960186301369,271.9993610958904,266.730309041096,281.83089836065545,273.7817391780822,284.64951671232876,269.6915265753424,274.14818688524593,259.3231528767124,268.4375561643834,307.29781589041096,326.70312767123295,328.8802115068491,340.3430597260272,335,352,328.5281369863014,346.86262377945206,350.93872588,279.72513303,373.85639787,386.18820778,394.47319226,369.0494115
Comoros,COM,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.16353,0.35399,0.35357,0.35399,0.42172,0.40643,0.40614,0.40643,0.40643,0.40614,0.40614,0.40643,0.50643,0.5064383561643836,0.7092622950819671,0.74186301369863,0.74186301369863,0.9494849315068502,1.0345355191256838,0.9964931506849322,1.1592602739726032,0.7639123287671231,0.7790163934426227,0.9528328767123291,1.1340986301369862,1.0241331506849314,1.0701978082191779,1.2842649315068497,1.150829315068493,1.24119,1.45287,1.889709424657,1.38939297,1.53554667,1.81237014,2.70306301,2.90432328,2.51933152,2.656197632
Cabo Verde,CPV,,,,,,,,2.1,2.1,0.9,0.9,1.1,1.1,0.33769,0.35686,0.48248,0.5827,0.5827,0.5827,0.68248,0.6827,0.80388,0.78248,0.9036,0.90388,0.90388,0.9038904109589041,2.2287131147540973,2.508549041095887,2.6987561643835645,2.6639205479452066,2.8950382513661226,4.4993315068493205,4.77217972602739,5.411581643835614,5.370859562841527,5.1383131506849296,5.50312191780822,6.406559999999994,5.5606049315068455,5.4268512328767144,5.8219792328767115,5.783461,6.06786,6.4755123288,5.3754419,5.73285495,4.25441695,4.73379395,4.7290404,4.64440925,4.791468925
Costa Rica,CRI,,,,,,,,16.000000001,16.000000001,14.999999999,16.000000001,14,14.999999999,13.5,15.8,18,19.7,18.8,20,25.18448,27.4,28.3,30.9,29.7,31.3,35.34235,38.8,37.92925792349732,38.09844602739723,39.48578958904118,40.83559890410959,40.49966448087439,43.5365304109589,46.68599561643842,50.745046575342414,50.17119890710382,48.04763287671237,49.21292712328772,49.698622465753395,49.56693150684935,51.50871232876708,52.70126027397252,52,55.152082,57.6013698630137,60.23647852,59.91005536,49.9783315,57.23776054,59.62512877,65.68891889,64.988
